SMILES,PC1,NR-AR
C/C=C/C=C/C(=O)O,-0.16142511888950897,0
C/C=C/C=C/C=O,-0.16170810344465214,0
C/C=C/C=C/CCCCCCCO,0.45966946425350347,0
C/C=C/C=C/CO,-0.1615982677680656,0
C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C,0.5488977026109669,0
C/C=C/c1ccc(OC)cc1,-0.42178547516653075,0
C/C=C1/C(=O)C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,3.6927632480226404,0
C/C=C1\C(=O)C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,3.6927632480226404,0
C/C=C1\NC(=O)[C@H]2CSSCC/C=C/[C@H](CC(=O)N[C@H](C(C)C)C(=O)N2)OC(=O)C(C(C)C)NC1=O,0.6362151013032713,0
C/C=C1\[C@H]2C=C(C)C[C@]1(N)c1ccc(=O)[nH]c1C2,0.6845605073412242,0
C/C=C\c1ccc(OCC)c(O)c1,-0.42177533487939245,0
C/N=C(\NC)NCc1ccccc1,-1.0117133162872862,0
C/N=c1/nc(-c2ccccc2)n(-c2ccccc2)s1,-0.8686472679218977,0
C1=C/CC/C=C/CC/C=C/CC/1,0.2860136249736462,0
C1=CC2C3C=CC(C3)C2C1,0.6702721791037376,0
C1=CCC(c2ccccc2)CC1,0.09237635436239067,0
C1=CCC2CC=CC2C1,0.4295567040373925,0
C1=CCC=C1,-0.01815883710441718,0
C1=CCCC=CCC1,0.2860136249736462,0
C1=COCCC1,0.13348028098358528,0
C1=Cc2cccc3cccc1c23,-0.11446271019728849,0
C1=Cc2ccccc2C1,-0.11415157967280243,0
C1C2OC2C2C1C1CC2C2OC12,0.5869356133344759,0
C1CC(COCC2CO2)CCC1COCC1CO1,0.43294944095786175,0
C1CC2OC2CC1C1CO1,0.4329653354199005,0
C1CCC(C(CC2CCCCN2)C2CCCCC2)CC1,-0.2370227451696836,0
C1CCC(C2CCCCC2)CC1,0.1381473106852888,0
C1CCC(NC2CCCCC2)CC1,-0.23703441096747155,0
C1CCC(SSC2CCCCC2)CC1,0.1826709502566108,0
C1CCC2(CCCCO2)OC1,0.6217053378895956,0
C1CCC2=NCCCN2CC1,-0.17390554927117044,0
C1CCC2CCCCC2C1,0.2591076650456831,0
C1CCC2OC2C1,0.4329694262527765,0
C1CCCCC1,-0.04982522396610345,0
C1CCCCCCCCCCC1,0.07111715663949664,0
C1CCCNCC1,-0.42496780366869225,0
C1CCCNCCC1,-0.30402542306309216,0
C1CCN(CN2CCCCC2)CC1,-0.42485714953877746,0
C1CCN2C[C@@H]3C[C@@H](CN4CCCC[C@H]34)[C@@H]2C1,-0.11580820907238726,0
C1CCNCC1,-0.42496780366869225,0
C1CCOC1,0.38824440692555146,0
C1CCc2nnnn2CC1,-0.2489847248251252,0
C1CN(CCOCCN2CCOCC2)CCO1,-0.13000590442342622,0
C1CN(P2(N3CC3)=NP(N3CC3)(N3CC3)=NP(N3CC3)(N3CC3)=N2)CCO1,-0.13019394364900974,0
C1CN(SSN2CCOCC2)CCO1,-0.1301443863547639,0
C1CN2CCN1CC2,-0.42488808526751365,0
C1CNCCN1,-0.4249613002257887,0
C1COCCN1,-0.13014800942498037,0
C1COCCO1,0.24499655052697217,0
C1COCO1,0.3882185274177375,0
C1CS1,-0.37626148631857,0
C1CSCCS1,-0.049827136389837656,0
C1C[C@H]2[C@@H]3CC[C@H](C3)[C@H]2C1,0.47981121691730527,0
C1N2CN3CN1CN(C2)C3,-0.630394101688553,0
C1OCOCO1,-0.3762576384506744,0
C=C(C#N)C(=O)OCC,0.01626045793085179,0
C=C(C#N)CCC#N,0.015783238171880598,0
C=C(C)C#N,0.015880524883979452,0
C=C(C)C(=O)NCCCN(C)C,0.5004838197159753,0
C=C(C)C(=O)NCCC[N+](C)(C)C,0.5003999610705563,0
C=C(C)C(=O)Nc1ccc(Cl)c(Cl)c1,-0.4158234250280797,0
C=C(C)C(=O)O,0.21942721417458239,0
C=C(C)C(=O)OC,0.21965933224813589,0
C=C(C)C(=O)OC(C)C,0.21963626756026716,0
C=C(C)C(=O)OC1CC(C)CC(C)(C)C1,1.436070992793584,0
C=C(C)C(=O)OCC,0.21959761795888227,0
C=C(C)C(=O)OCC(C)(C)COC(=O)C(=C)C,0.7535222298247464,0
C=C(C)C(=O)OCC(C)C,0.5338479088934163,0
C=C(C)C(=O)OCC(C)O,0.8286767751030089,0
C=C(C)C(=O)OCC(CC)(COC(=O)C(=C)C)COC(=O)C(=C)C,0.780954995792928,0
C=C(C)C(=O)OCC(CC)CCCC,1.2020485590727337,0
C=C(C)C(=O)OCC(O)COc1ccc(C(C)(C)c2ccc(OCC(O)COC(=O)C(=C)C)cc2)cc1,0.4738484024273832,0
C=C(C)C(=O)OCC1CCCO1,1.1723104939705238,0
C=C(C)C(=O)OCC1CO1,0.8415088981101164,0
C=C(C)C(=O)OCCC(C)OC(=O)C(=C)C,1.1705341048431552,0
C=C(C)C(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.5145083971865023,0
C=C(C)C(=O)OCCCCCC,1.4968970878827712,0
C=C(C)C(=O)OCCCCCCCC(C)C,1.4968652204232027,0
C=C(C)C(=O)OCCCCCCCCCC,1.4968970878827712,0
C=C(C)C(=O)OCCCCCCCCCCCC,1.4968970878827712,0
C=C(C)C(=O)OCCCCCCCCCCCCC,1.4968970878827712,1
C=C(C)C(=O)OCCCCCCCCCCCCCCCCCC,1.4968970878827712,0
C=C(C)C(=O)OCCCCCCCCCCOC(=O)C(=C)C,0.8408976379726372,0
C=C(C)C(=O)OCCCCCCOC(=O)C(=C)C,0.8408976379726372,0
C=C(C)C(=O)OCCCCOC(=O)C(=C)C,0.8409002977220557,0
C=C(C)C(=O)OCCC[Si](Cl)(Cl)Cl,0.5144413172405469,0
C=C(C)C(=O)OCCC[Si](OC)(OC)OC,0.8562433312063078,0
C=C(C)C(=O)OCCN(C)C,0.7954509719917595,0
C=C(C)C(=O)OCCN(CC)CC,0.8076123664782378,0
C=C(C)C(=O)OCCNC(C)(C)C,0.7006429842457862,0
C=C(C)C(=O)OCCO,0.5144768947156899,0
C=C(C)C(=O)OCCOC(=O)C(=C)C,0.5144429277857845,0
C=C(C)C(=O)OCCOC(=O)CC(C)=O,1.1552105433320838,0
C=C(C)C(=O)OCCOC1CC2CC1C1C=CCC21,1.1831955543635864,0
C=C(C)C(=O)OCCOCC,1.1825782648883285,0
C=C(C)C(=O)OCCOCCOC(=O)C(=C)C,0.8408612666387087,0
C=C(C)C(=O)OCCOCCOCCOC(=O)C(=C)C,0.8408612666387087,0
C=C(C)C(=O)OCCOCCOCCOCCOC(=O)C(=C)C,0.8408612666387087,0
C=C(C)C(=O)OCCOP(=O)(O)O,0.5144841409960397,0
C=C(C)C(=O)OCCOP(=O)(O)OCCOC(=O)C(=C)C,0.5144492466408213,0
C=C(C)C(=O)OCCOc1ccccc1,0.25418891921339876,0
C=C(C)C(=O)OCC[N+](C)(C)C,0.7953414525928542,0
C=C(C)C(=O)OCc1ccccc1,-0.040713359069851074,0
C=C(C)C(=O)O[C@@H]1C[C@H]2CC[C@]1(C)C2(C)C,2.6827988426220735,0
C=C(C)C(N)=O,-0.15564137511829904,0
C=C(C)C1CC=C(C)C(=O)C1,0.9911996984065106,0
C=C(C)C1CC=C(C)C(O)C1,0.8570679141787014,0
C=C(C)C1CC=C(C)C(OC(C)=O)C1,0.8573005113136587,0
C=C(C)C1CC=C(C)CC1,1.52033441802986,1
C=C(C)C1CCC(C)(O)CC1,2.510464744664735,0
C=C(C)CC(C)(C)C,0.7530814935154939,0
C=C(C)CCC[C@H](C)CCO,1.4965250328253228,0
C=C(C)CCl,0.5334402296982386,0
C=C(C)CN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],0.24010309390412404,0
C=C(C)CNCC,0.50007220537801,0
C=C(C)CS(=O)(=O)O,0.8285637861431778,0
C=C(C)OC(C)=O,0.03215423767139852,0
C=C(C)[C@@H]1CC=C(C)C(=O)C1,0.9911996984065106,0
C=C(C)[C@@H]1CC=C(C)CC1,1.52033441802986,0
C=C(C)[C@@H]1CC=C(C=O)CC1,1.2060341015641047,0
C=C(C)[C@@H]1CCC2=CC(=O)C[C@@H](C)[C@]2(C)C1,3.060540536991727,0
C=C(C)[C@@H]1CCC2=CCC[C@@H](C)[C@]2(C)C1,2.4958520689913843,0
C=C(C)[C@@H]1CC[C@@H](C)C[C@@H]1O,1.685108523190362,0
C=C(C)[C@H]1CC=C(C)C(=O)C1,0.9911996984065106,0
C=C(C)[C@H]1CC=C(C)CC1,1.52033441802986,0
C=C(C)[C@H]1CN[C@H](C(=O)O)[C@H]1CC(=O)O,0.9511860859495469,0
C=C(C)[C@H]1Cc2c(ccc3c2O[C@@H]2COc4cc(OC)c(OC)cc4[C@@H]2C3=O)O1,1.0384542710238385,0
C=C(C)c1cccc(C(=C)C)c1,-0.01658903754050689,0
C=C(C)c1ccccc1,-0.016712976814252434,0
C=C(CC(=O)O)C(=O)O,0.5140876294875596,0
C=C(CC)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl,0.2541141277186207,0
C=C(Cl)CCl,0.03160416887971601,0
C=C(Cl)CSC(=S)N(CC)CC,0.04229305105991715,0
C=C(Cl)Cl,0.031621562380615365,0
C=C(NC(=O)C(=C)NC(=O)c1csc(C2=NC3c4csc(n4)C4NC(=O)c5csc(n5)C(C(C)(O)C(C)O)NC(=O)C5CSC(=N5)/C(=C\C)NC(=O)C(C(C)O)NC(=O)c5csc(n5)C3(CC2)NC(=O)C(C)NC(=O)C(=C)NC(=O)C(C)NC(=O)C(C(C)CC)NC2C=Cc3c(C(C)O)cc(nc3C2O)C(=O)OC4C)n1)C(N)=O,0.9101850917597496,0
C=C(Nc1ccc(OCC)cc1)Nc1ccc(OCC)cc1,-0.6035375002126412,0
C=C(c1ccc(C(=O)O)cc1)c1cc2c(cc1C)C(C)(C)CCC2(C)C,1.495893780609417,0
C=C/C(C)=C/C/C=C(\C)CCC=C(C)C,1.202076436041286,0
C=C1/C(=C\C=C2/CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@H](C)/C=C/[C@@H](O)C2CC2)C[C@@H](O)C[C@@H]1O,2.888050034973074,0
C=C1/C(=C\C=C2/CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@H](C)/C=C/[C@H](C)C(C)C)C[C@@H](O)C[C@@H]1O,2.8880813975718875,0
C=C1/C(=C\C=C2/CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@H](C)CCCC(C)(C)O)C[C@@H](O)C[C@@H]1O,2.8879888020734787,0
C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)OCCC(C)(C)O)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,2.8879955469755956,0
C=C1C(=O)O[C@H]2[C@H]1CCC(C)=CCC[C@@]1(C)O[C@@H]21,3.0018182116060257,0
C=C1C(C)(C)[C@@]2(Cl)C(Cl)[C@]1(Cl)C(Cl)(Cl)C2(Cl)Cl,0.9692756996139931,0
C=C1C(CCl)(CCl)C2(Cl)C(Cl)C(Cl)C1(Cl)C2(Cl)Cl,0.805859052664847,0
C=C1C2CCC(C2)C1(C)C,1.825621514762101,0
C=C1CC/C=C(\C)CC[C@@H]2[C@@H]1CC2(C)C,2.3941376116556707,0
C=C1CC2C3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COC(C)=O,3.653971181813094,1
C=C1CCC2CC1C2(C)C,1.8122206354172794,0
C=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,1.4490727355950743,0
C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@@]2(C)[C@H]1CC[C@@H]2[C@H](C)/C=C/[C@H](C)C(C)C,2.8879751901236816,0
C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@@]2(C)[C@H]1CC[C@@H]2[C@H](C)CCCC(C)(C)O,2.887924473866528,0
C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@@]2(C)[C@H]1CC[C@@H]2[C@H](C)CCCC(C)C,2.8880176693350785,0
C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@@]2(C)[C@H]1CC[C@@H]2[C@H](C)CC[C@@H](O)C(C)(C)O,2.887917051165456,0
C=C1CC[C@H]2C[C@@H]1C2(C)C,1.8122206354172794,0
C=C1CC[C@H]2[C@@](C)(CC[C@@H](O)[C@@]2(C)CO)[C@@H]1C/C=C1/C(=O)OC[C@H]1O,3.057320643000729,0
C=C1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12,3.6275289954569874,1
C=C1C[C@@]23CC[C@H]4[C@@](C)(CCC[C@@]4(C)C(=O)O)[C@@H]2CC[C@]1(O)C3,2.824568387839088,0
C=C1C[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]2(C)[C@@]1(OC(C)=O)C(C)=O,3.5666916051074575,1
C=C1C[C@]23CC[C@@H]4[C@](C)(C(=O)O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)CCC[C@]4(C)[C@@H]2C[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@H]2O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H]1C3,2.787839806746771,0
C=C1C[C@]23C[C@@]1(O)CC[C@H]2[C@@]12C=C[C@H](O)[C@@](C)(C(=O)O1)[C@H]2[C@@H]3C(=O)O,2.2937173311429313,0
C=C1[C@@H](n2cnc3c(=O)[nH]c(N)nc32)C[C@H](O)[C@H]1CO,0.6041786337281221,0
C=C1[C@H]2CC[C@@H]3[C@H]2C(C)(C)CCC[C@]13C,2.604142076313158,0
C=C1c2c(Cl)ccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@H]12,0.45557632702741285,0
C=C1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@H]12,0.4556351940490732,0
C=CC#N,-0.3652656715316982,0
C=CC(=C)CCC=C(C)C,0.5611522285929378,0
C=CC(=C)CCCC(C)(C)OC(C)=O,1.3900894432705655,0
C=CC(=O)CC,0.13343215069395015,0
C=CC(=O)CCCCC,1.115881750305489,0
C=CC(=O)N1CCOCC1,0.08496364310138954,0
C=CC(=O)NC(C)(C)C,-0.31692906093947565,0
C=CC(=O)NC(C)(C)CC(C)=O,0.29233047612207547,0
C=CC(=O)NC(C)(C)CS(=O)(=O)O,0.29222499230775184,0
C=CC(=O)NC(C)C,-0.5365058552532121,0
C=CC(=O)NCNC(=O)C=C,-0.5365960387747858,0
C=CC(=O)NCOCC(C)C,-0.17865326302387133,0
C=CC(=O)NCOCCCC,0.9284921989742838,0
C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,-0.054420524234141066,0
C=CC(=O)O,-0.16157209446394685,0
C=CC(=O)OC,-0.16123728607237012,0
C=CC(=O)OC(C)(C)C,0.058317889418374014,0
C=CC(=O)OCC,-0.16130445261913876,0
C=CC(=O)OCC(C)C,0.15295777948047146,0
C=CC(=O)OCC(C)O,0.44779132634157043,0
C=CC(=O)OCC(C)OCC(C)OCC(C)OC(=O)C=C,1.1342439168918819,0
C=CC(=O)OCC(CC)(COC(=O)C=C)COC(=O)C=C,0.4000580594801458,0
C=CC(=O)OCC(CC)CCCC,0.8211675358103174,0
C=CC(=O)OCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C,0.05821733451262617,0
C=CC(=O)OCC(O)COc1ccccc1,-0.12684546706047828,0
C=CC(=O)OCC1CC2CC1C1CCC(COC(=O)C=C)C21,0.6947877155729814,0
C=CC(=O)OCC1CCCO1,0.7912931741851634,0
C=CC(=O)OCCC#N,-0.06982513265750862,0
C=CC(=O)OCCC(=O)O,0.13342632008087224,0
C=CC(=O)OCCCCCC,1.1159789670496332,0
C=CC(=O)OCCCCCC(C)C,1.1159701267803335,0
C=CC(=O)OCCCCCCCC,1.1159789670496332,0
C=CC(=O)OCCCCCCCC(C)C,1.1159701267803335,0
C=CC(=O)OCCCCCCCCCC,1.1159789670496332,0
C=CC(=O)OCCCCCCOC(=O)C=C,0.45985307169599915,0
C=CC(=O)OCCCCO,0.4598859134214783,0
C=CC(=O)OCCCCOC(=O)C=C,0.45985632659626713,0
C=CC(=O)OCCCl,0.13340440859492703,0
C=CC(=O)OCCN(C)C,0.41455740368369104,0
C=CC(=O)OCCO,0.13344487822897627,0
C=CC(=O)OCCOC(=O)C=C,0.13340469756051115,0
C=CC(=O)OCCOCC(CC)(COCCOC(=O)C=C)COCCOC(=O)C=C,1.0213097670292781,0
C=CC(=O)OCCOCCOC(=O)C=C,0.4598313675031244,0
C=CC(=O)OCCOCCOCC,0.8016820699537104,0
